order_id,weight (lbs),volume (in3)
21886,114.0,31488.0
21887,95.0,91000.0
21888,705.47936,437.4178816
21889,4325.470326000001,18192.6905625
21890,2345.7188720000004,8104.1914548
21891,1851.8833200000001,10149.461784
21892,288.80561300000005,3327.012124
21893,171.96059400000001,3243.8368209
21894,374.78591000000006,9846.5401372
21895,313.05646600000006,4797.9273888
21896,1347.0246530000002,7845.817109
21897,2160.53054,6998.6861056
21898,105.82190400000002,1933.230816
21899,220.46230000000003,2108.979072
21900,3110.723053,4783.037606
21901,1040.5820560000002,7073.867304
21902,575.406603,2697.6136822
21903,551.15575,406.417842
21904,297.62410500000004,617.8649625
21905,1851.8833200000001,10149.461784
21906,451.9477150000001,2792.0173461
21907,233.69003800000002,1053.5131568
21908,1640.0,276480.0
21909,908.0,91507.0
21910,429.90148500000004,2123.62476
21911,760.5949350000001,4237.485728
21912,297.62410500000004,1076.458068
21913,277.78249800000003,2003.5301184
21914,2866.0099000000005,4686.62016
21915,242.50853000000004,622.44174
21916,1829.8370900000002,19899.5234515
21917,266.759383,1946.5339826
21918,1102.3115,6458.748408
21919,222.66692300000003,1178.6117418
21920,1058.2190400000002,3171.7068075
21921,947.9878900000001,5529.6625755000005
21922,1472.6881640000001,3161.02766
21923,2425.0853,10046.941968
21924,260.14551400000005,366.1422
21925,451.9477150000001,2505.3280035
21926,275.577875,2768.0350320000002
21927,489.42630600000007,2792.0173461
21928,72.0,41800.0
21929,3527.3968000000004,19068.685776
21930,2713.890913,12230.9191673
21931,2597.0458940000003,7777.4095413000005
21932,1168.0,423654.0
21933,1102.3115,6458.748408
21934,242.50853000000004,1435.8266373
21935,1768.1076460000002,5584.0957159
21936,582.020472,1513.997997
21937,1102.3115,1423.5608736
21938,1408.7540970000002,10828.045328
21939,1851.8833200000001,10149.461784
21940,1988.5699460000003,7371.66296
21941,55.11557500000001,2196.8532
21942,246.91777600000003,843.5916288
21943,3924.2289400000004,16039.7134028
21944,264.55476000000004,749.8592256
21945,925.9416600000001,4447.8344219
21946,293.0,70658.0
21947,196.0,95776.0
21948,168.0,31680.0
21949,270.0,91840.0
21950,925.9416600000001,4447.8344219
21951,1415.3679660000003,4455.2182896
21952,133.0,14700.0
21953,379.0,92160.0
21954,14.0,11448.0
21955,271.0,36094.0
21956,106.0,23916.0
21957,105.0,19575.0
21958,385.809025,3224.2482132
21959,1091.288385,1265.3874432
21960,205.029939,1305.296943
21961,537.9280120000001,3097.563012
21962,363.76279500000004,2819.29494
21963,745.1625740000001,3280.634112
21964,462.97083000000003,5562.920492
21965,1040.5820560000002,9560.7051264
21966,1025.149695,5827.6413026
21967,149.914364,1423.5608736
21968,848.7798550000001,7841.6064737
21969,1520.0,441040.0
21970,218.0,72465.0
21971,1186.0871740000002,6067.3423962
21972,125.0,35632.0
21973,423.28761600000007,515.650265
21974,734.0,194040.0
21975,96.0,28248.0
21976,137.0,23472.0
21977,44.0,20736.0
21978,131.0,14112.0
21979,167.0,20661.0
21980,134.48200300000002,5122.0852832
21981,605.0,68470.0
21982,639.34067,3573.0596824
21983,1763.6984000000002,3316.2719528000002
21984,310.85184300000003,1308.958365
21985,573.20198,878.131043
21986,83.77567400000001,40407.453192
21987,440.92460000000005,3465.0477334
21988,39.68321400000001,790.867152
21989,330.69345000000004,2965.75182
21990,41.887837000000005,603.0362034
21991,2574.9996640000004,9138.909312
21992,154.32361,2089.2073932
21993,1433.0049500000002,26378.3486568
21994,529.1095200000001,6629.614768
21995,41.887837000000005,603.0362034
21996,1699.764333,15524.6733748
21997,154.32361,1230.237792
21998,410.059878,6293.0690625
21999,99.20803500000001,1245.6157644
